fill	x	y	tooltip	key	clickSelects	showSelected1	showSelected2
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.8 -3.5987564321254	-3.5987564321254	-1.8	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-1.8 -2.87110214393305	-2.87110214393305	-1.8	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-1.8 -2.524465240576	-2.524465240576	-1.8	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-2.2 FP=7 FN=1	-1.8 -2.34839555610227	-2.34839555610227	-1.8	More
#FFFFFF	0.5	0.75	-2.2<thresh<-1.3 FP=6 FN=1	-1.8 -1.78704105367987	-1.78704105367987	-1.8	More
#FFFFFF	0.25	0.75	-1.3<thresh<-1.0 FP=3 FN=1	-1.8 -1.16369053576119	-1.16369053576119	-1.8	More
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-0.6 FP=2 FN=1	-1.8 -0.817307300710138	-0.817307300710138	-1.8	More
#000000	0.0833333333333333	0.75	-0.6<thresh<0.1 FP=1 FN=1	-1.8 -0.274377219070828	-0.274377219070828	-1.8	Min
#FFFFFF	0.0833333333333333	0.5	0.1<thresh<1.4 FP=1 FN=2	-1.8 0.752835117169532	0.752835117169532	-1.8	More
#000000	0	0.5	1.4<thresh<1.6 FP=0 FN=2	-1.8 1.49244948955007	1.49244948955007	-1.8	Min
#FFFFFF	0	0.25	1.6<thresh<3.1 FP=0 FN=3	-1.8 2.33535796948531	2.33535796948531	-1.8	More
#FFFFFF	0	0	3.1<thresh<Inf FP=0 FN=4	-1.8 Inf	Inf	-1.8	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.6 -Inf	-Inf	-1.6	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.6 -3.5987564321254	-3.5987564321254	-1.6	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-1.6 -2.87110214393305	-2.87110214393305	-1.6	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-1.6 -2.524465240576	-2.524465240576	-1.6	More
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-2.4 FP=7 FN=1	-1.6 -2.44839555610227	-2.44839555610227	-1.6	More
#FFFFFF	0.5	0.75	-2.4<thresh<-1.5 FP=6 FN=1	-1.6 -1.98704105367987	-1.98704105367987	-1.6	More
#FFFFFF	0.25	0.75	-1.5<thresh<-1.0 FP=3 FN=1	-1.6 -1.26369053576119	-1.26369053576119	-1.6	More
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-0.8 FP=2 FN=1	-1.6 -0.917307300710139	-0.917307300710139	-1.6	More
#000000	0.0833333333333333	0.75	-0.8<thresh<-0.1 FP=1 FN=1	-1.6 -0.47437721907083	-0.47437721907083	-1.6	Min
#FFFFFF	0.0833333333333333	0.5	-0.1<thresh<1.2 FP=1 FN=2	-1.6 0.552835117169531	0.552835117169531	-1.6	More
#000000	0	0.5	1.2<thresh<1.6 FP=0 FN=2	-1.6 1.39244948955007	1.39244948955007	-1.6	Min
#FFFFFF	0	0.25	1.6<thresh<2.9 FP=0 FN=3	-1.6 2.23535796948531	2.23535796948531	-1.6	More
#FFFFFF	0	0	2.9<thresh<Inf FP=0 FN=4	-1.6 Inf	Inf	-1.6	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.4 -Inf	-Inf	-1.4	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.4 -3.5987564321254	-3.5987564321254	-1.4	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-1.4 -2.89503245945932	-2.89503245945932	-1.4	More
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.6 FP=7 FN=0	-1.4 -2.61207772667764	-2.61207772667764	-1.4	More
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-1.4 -2.524465240576	-2.524465240576	-1.4	More
#FFFFFF	0.5	0.75	-2.5<thresh<-1.7 FP=6 FN=1	-1.4 -2.09942856757823	-2.09942856757823	-1.4	More
#FFFFFF	0.25	0.75	-1.7<thresh<-1.0 FP=3 FN=1	-1.4 -1.39169083010477	-1.39169083010477	-1.4	More
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-1.0 FP=2 FN=1	-1.4 -1.01730730071014	-1.01730730071014	-1.4	More
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.3 FP=1 FN=1	-1.4 -0.646376924727251	-0.646376924727251	-1.4	Min
#FFFFFF	0.0833333333333333	0.5	-0.3<thresh<1.0 FP=1 FN=2	-1.4 0.352835117169532	0.352835117169532	-1.4	More
#000000	0	0.5	1.0<thresh<1.6 FP=0 FN=2	-1.4 1.29244948955007	1.29244948955007	-1.4	Min
#FFFFFF	0	0.25	1.6<thresh<2.7 FP=0 FN=3	-1.4 2.13535796948531	2.13535796948531	-1.4	More
#FFFFFF	0	0	2.7<thresh<Inf FP=0 FN=4	-1.4 Inf	Inf	-1.4	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.2 -Inf	-Inf	-1.2	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.2 -3.5987564321254	-3.5987564321254	-1.2	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.8 FP=8 FN=0	-1.2 -2.99503245945932	-2.99503245945932	-1.2	More
#FFFFFF	0.583333333333333	1	-2.8<thresh<-2.6 FP=7 FN=0	-1.2 -2.71207772667764	-2.71207772667764	-1.2	More
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-1.2 -2.524465240576	-2.524465240576	-1.2	More
#FFFFFF	0.5	0.75	-2.5<thresh<-1.9 FP=6 FN=1	-1.2 -2.19942856757823	-2.19942856757823	-1.2	More
#FFFFFF	0.25	0.75	-1.9<thresh<-1.2 FP=3 FN=1	-1.2 -1.59169083010477	-1.59169083010477	-1.2	More
#FFFFFF	0.166666666666667	0.75	-1.2<thresh<-1.0 FP=2 FN=1	-1.2 -1.11730730071014	-1.11730730071014	-1.2	More
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.5 FP=1 FN=1	-1.2 -0.746376924727252	-0.746376924727252	-1.2	Min
#FFFFFF	0.0833333333333333	0.5	-0.5<thresh<0.8 FP=1 FN=2	-1.2 0.152835117169531	0.152835117169531	-1.2	More
#000000	0	0.5	0.8<thresh<1.6 FP=0 FN=2	-1.2 1.19244948955007	1.19244948955007	-1.2	Min
#FFFFFF	0	0.25	1.6<thresh<2.5 FP=0 FN=3	-1.2 2.03535796948531	2.03535796948531	-1.2	More
#FFFFFF	0	0	2.5<thresh<Inf FP=0 FN=4	-1.2 Inf	Inf	-1.2	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1 -Inf	-Inf	-1	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1 -3.5987564321254	-3.5987564321254	-1	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-3.0 FP=8 FN=0	-1 -3.09503245945932	-3.09503245945932	-1	More
#FFFFFF	0.583333333333333	1	-3.0<thresh<-2.6 FP=7 FN=0	-1 -2.81207772667764	-2.81207772667764	-1	More
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-1 -2.524465240576	-2.524465240576	-1	More
#FFFFFF	0.5	0.75	-2.5<thresh<-2.1 FP=6 FN=1	-1 -2.29942856757823	-2.29942856757823	-1	More
#FFFFFF	0.25	0.75	-2.1<thresh<-1.4 FP=3 FN=1	-1 -1.79169083010477	-1.79169083010477	-1	More
#FFFFFF	0.166666666666667	0.75	-1.4<thresh<-1.0 FP=2 FN=1	-1 -1.21730730071014	-1.21730730071014	-1	More
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.7 FP=1 FN=1	-1 -0.846376924727251	-0.846376924727252	-1	Min
#FFFFFF	0.0833333333333333	0.5	-0.7<thresh<0.6 FP=1 FN=2	-1 -0.0471648828304687	-0.0471648828304687	-1	More
#000000	0	0.5	0.6<thresh<1.6 FP=0 FN=2	-1 1.09244948955007	1.09244948955007	-1	Min
#FFFFFF	0	0.25	1.6<thresh<2.3 FP=0 FN=3	-1 1.93535796948531	1.93535796948531	-1	More
#FFFFFF	0	0	2.3<thresh<Inf FP=0 FN=4	-1 Inf	Inf	-1	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.8 -Inf	-Inf	-0.8	More
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-0.8 -3.63973201486999	-3.63973201486999	-0.8	More
#FFFFFF	0.666666666666667	1	-3.2<thresh<-3.2 FP=8 FN=0	-0.8 -3.19503245945932	-3.19503245945932	-0.8	More
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.6 FP=7 FN=0	-0.8 -2.87110214393305	-2.87110214393305	-0.8	More
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-0.8 -2.524465240576	-2.524465240576	-0.8	More
#FFFFFF	0.5	0.75	-2.5<thresh<-2.3 FP=6 FN=1	-0.8 -2.39942856757823	-2.39942856757823	-0.8	More
#FFFFFF	0.25	0.75	-2.3<thresh<-1.6 FP=3 FN=1	-0.8 -1.99169083010477	-1.99169083010477	-0.8	More
#FFFFFF	0.166666666666667	0.75	-1.6<thresh<-1.0 FP=2 FN=1	-0.8 -1.31730730071014	-1.31730730071014	-0.8	More
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.9 FP=1 FN=1	-0.8 -0.946376924727251	-0.946376924727251	-0.8	Min
#FFFFFF	0.0833333333333333	0.5	-0.9<thresh<0.4 FP=1 FN=2	-0.8 -0.247164882830468	-0.247164882830468	-0.8	More
#000000	0	0.5	0.4<thresh<1.6 FP=0 FN=2	-0.8 0.99244948955007	0.99244948955007	-0.8	Min
#FFFFFF	0	0.25	1.6<thresh<2.1 FP=0 FN=3	-0.8 1.83535796948531	1.83535796948531	-0.8	More
#FFFFFF	0	0	2.1<thresh<Inf FP=0 FN=4	-0.8 Inf	Inf	-0.8	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.6 -Inf	-Inf	-0.6	More
#FFFFFF	0.75	1	-4.0<thresh<-3.4 FP=9 FN=0	-0.6 -3.73973201486999	-3.73973201486999	-0.6	More
#FFFFFF	0.666666666666667	1	-3.4<thresh<-3.2 FP=8 FN=0	-0.6 -3.29503245945932	-3.29503245945932	-0.6	More
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.6 FP=7 FN=0	-0.6 -2.87110214393305	-2.87110214393305	-0.6	More
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-0.6 -2.5631107381536	-2.5631107381536	-0.6	More
#FFFFFF	0.25	1	-2.5<thresh<-2.5 FP=3 FN=0	-0.6 -2.49942856757823	-2.49942856757823	-0.6	More
#FFFFFF	0.25	0.75	-2.5<thresh<-1.8 FP=3 FN=1	-0.6 -2.15304533252717	-2.15304533252717	-0.6	More
#FFFFFF	0.166666666666667	0.75	-1.8<thresh<-1.1 FP=2 FN=1	-0.6 -1.47437721907083	-1.47437721907083	-0.6	More
#FFFFFF	0.166666666666667	0.5	-1.1<thresh<-1.0 FP=2 FN=2	-0.6 -1.04637692472725	-1.04637692472725	-0.6	More
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<0.2 FP=1 FN=2	-0.6 -0.390094964469778	-0.390094964469778	-0.6	More
#000000	0	0.5	0.2<thresh<1.6 FP=0 FN=2	-0.6 0.892449489550069	0.892449489550069	-0.6	Min
#FFFFFF	0	0.25	1.6<thresh<1.9 FP=0 FN=3	-0.6 1.73535796948531	1.73535796948531	-0.6	More
#FFFFFF	0	0	1.9<thresh<Inf FP=0 FN=4	-0.6 Inf	Inf	-0.6	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.399999999999999 -Inf	-Inf	-0.399999999999999	More
#FFFFFF	0.75	1	-4.0<thresh<-3.6 FP=9 FN=0	-0.399999999999999 -3.83973201486999	-3.83973201486999	-0.399999999999999	More
#FFFFFF	0.666666666666667	1	-3.6<thresh<-3.2 FP=8 FN=0	-0.399999999999999 -3.39503245945932	-3.39503245945932	-0.399999999999999	More
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.7 FP=7 FN=0	-0.399999999999999 -2.94606547093528	-2.94606547093528	-0.399999999999999	More
#FFFFFF	0.333333333333333	1	-2.7<thresh<-2.6 FP=4 FN=0	-0.399999999999999 -2.6631107381536	-2.6631107381536	-0.399999999999999	More
#FFFFFF	0.25	1	-2.6<thresh<-2.5 FP=3 FN=0	-0.399999999999999 -2.524465240576	-2.524465240576	-0.399999999999999	More
#FFFFFF	0.25	0.75	-2.5<thresh<-2.0 FP=3 FN=1	-0.399999999999999 -2.25304533252717	-2.25304533252717	-0.399999999999999	More
#FFFFFF	0.166666666666667	0.75	-2.0<thresh<-1.3 FP=2 FN=1	-0.399999999999999 -1.67437721907083	-1.67437721907083	-0.399999999999999	More
#FFFFFF	0.166666666666667	0.5	-1.3<thresh<-1.0 FP=2 FN=2	-0.399999999999999 -1.14637692472725	-1.14637692472725	-0.399999999999999	More
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<0.0 FP=1 FN=2	-0.399999999999999 -0.490094964469779	-0.490094964469779	-0.399999999999999	More
#000000	0	0.5	0.0<thresh<1.6 FP=0 FN=2	-0.399999999999999 0.792449489550068	0.792449489550068	-0.399999999999999	Min
#FFFFFF	0	0.25	1.6<thresh<1.7 FP=0 FN=3	-0.399999999999999 1.63535796948531	1.63535796948531	-0.399999999999999	More
#FFFFFF	0	0	1.7<thresh<Inf FP=0 FN=4	-0.399999999999999 Inf	Inf	-0.399999999999999	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.199999999999999 -Inf	-Inf	-0.199999999999999	More
#FFFFFF	0.75	1	-4.0<thresh<-3.8 FP=9 FN=0	-0.199999999999999 -3.93973201486999	-3.93973201486999	-0.199999999999999	More
#FFFFFF	0.666666666666667	1	-3.8<thresh<-3.2 FP=8 FN=0	-0.199999999999999 -3.49503245945932	-3.49503245945932	-0.199999999999999	More
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.9 FP=7 FN=0	-0.199999999999999 -3.04606547093528	-3.04606547093528	-0.199999999999999	More
#FFFFFF	0.333333333333333	1	-2.9<thresh<-2.6 FP=4 FN=0	-0.199999999999999 -2.7631107381536	-2.7631107381536	-0.199999999999999	More
#FFFFFF	0.25	1	-2.6<thresh<-2.5 FP=3 FN=0	-0.199999999999999 -2.524465240576	-2.524465240576	-0.199999999999999	More
#FFFFFF	0.25	0.75	-2.5<thresh<-2.2 FP=3 FN=1	-0.199999999999999 -2.35304533252717	-2.35304533252717	-0.199999999999999	More
#FFFFFF	0.166666666666667	0.75	-2.2<thresh<-1.5 FP=2 FN=1	-0.199999999999999 -1.87437721907083	-1.87437721907083	-0.199999999999999	More
#FFFFFF	0.166666666666667	0.5	-1.5<thresh<-1.0 FP=2 FN=2	-0.199999999999999 -1.24637692472725	-1.24637692472725	-0.199999999999999	More
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.2 FP=1 FN=2	-0.199999999999999 -0.590094964469778	-0.590094964469778	-0.199999999999999	More
#000000	0	0.5	-0.2<thresh<1.5 FP=0 FN=2	-0.199999999999999 0.652025557362248	0.652025557362248	-0.199999999999999	Min
#FFFFFF	0	0.25	1.5<thresh<1.6 FP=0 FN=3	-0.199999999999999 1.53535796948531	1.53535796948531	-0.199999999999999	More
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	-0.199999999999999 Inf	Inf	-0.199999999999999	More
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	0 -Inf	-Inf	0	More
#FFFFFF	0.75	1	-4.0<thresh<-4.0 FP=9 FN=0	0 -4.03973201486999	-4.03973201486999	0	More
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.2 FP=8 FN=0	0 -3.59503245945932	-3.59503245945932	0	More
#FFFFFF	0.583333333333333	1	-3.2<thresh<-3.1 FP=7 FN=0	0 -3.14606547093528	-3.14606547093528	0	More
#FFFFFF	0.333333333333333	1	-3.1<thresh<-2.6 FP=4 FN=0	0 -2.8631107381536	-2.8631107381536	0	More
#FFFFFF	0.25	1	-2.6<thresh<-2.5 FP=3 FN=0	0 -2.524465240576	-2.524465240576	0	More
#FFFFFF	0.25	0.75	-2.5<thresh<-2.4 FP=3 FN=1	0 -2.45304533252717	-2.45304533252717	0	More
#FFFFFF	0.166666666666667	0.75	-2.4<thresh<-1.7 FP=2 FN=1	0 -2.07437721907083	-2.07437721907083	0	More
#FFFFFF	0.166666666666667	0.5	-1.7<thresh<-1.0 FP=2 FN=2	0 -1.34637692472725	-1.34637692472725	0	More
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.4 FP=1 FN=2	0 -0.690094964469778	-0.690094964469778	0	More
#000000	0	0.5	-0.4<thresh<1.3 FP=0 FN=2	0 0.452025557362249	0.452025557362249	0	Min
#FFFFFF	0	0.25	1.3<thresh<1.6 FP=0 FN=3	0 1.43535796948531	1.43535796948531	0	More
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0 Inf	Inf	0	More
#FFFFFF	1	1	-Inf<thresh<-4.2 FP=12 FN=0	0.2 -Inf	-Inf	0.2	More
#FFFFFF	0.916666666666667	1	-4.2<thresh<-4.0 FP=11 FN=0	0.2 -4.13973201486999	-4.13973201486999	0.2	More
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.3 FP=8 FN=0	0.2 -3.69076502634595	-3.69076502634595	0.2	More
#FFFFFF	0.416666666666667	1	-3.3<thresh<-3.2 FP=5 FN=0	0.2 -3.24606547093528	-3.24606547093528	0.2	More
#FFFFFF	0.333333333333333	1	-3.2<thresh<-2.6 FP=4 FN=0	0.2 -2.89968223588422	-2.89968223588422	0.2	More
#FFFFFF	0.25	1	-2.6<thresh<-2.6 FP=3 FN=0	0.2 -2.61672750310254	-2.61672750310254	0.2	More
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.2 -2.524465240576	-2.524465240576	0.2	Min
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-1.9 FP=2 FN=1	0.2 -2.18211495654429	-2.18211495654429	0.2	More
#FFFFFF	0.166666666666667	0.5	-1.9<thresh<-1.0 FP=2 FN=2	0.2 -1.44637692472725	-1.44637692472725	0.2	More
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.6 FP=1 FN=2	0.2 -0.790094964469778	-0.790094964469778	0.2	More
#000000	0	0.5	-0.6<thresh<1.1 FP=0 FN=2	0.2 0.252025557362249	0.252025557362249	0.2	Min
#FFFFFF	0	0.25	1.1<thresh<1.6 FP=0 FN=3	0.2 1.33535796948531	1.33535796948531	0.2	More
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.2 Inf	Inf	0.2	More
#FFFFFF	1	1	-Inf<thresh<-4.4 FP=12 FN=0	0.4 -Inf	-Inf	0.4	More
#FFFFFF	0.916666666666667	1	-4.4<thresh<-4.0 FP=11 FN=0	0.4 -4.23973201486999	-4.23973201486999	0.4	More
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.5 FP=8 FN=0	0.4 -3.79076502634595	-3.79076502634595	0.4	More
#FFFFFF	0.416666666666667	1	-3.5<thresh<-3.2 FP=5 FN=0	0.4 -3.34606547093528	-3.34606547093528	0.4	More
#FFFFFF	0.333333333333333	1	-3.2<thresh<-2.8 FP=4 FN=0	0.4 -2.99968223588422	-2.99968223588422	0.4	More
#FFFFFF	0.25	1	-2.8<thresh<-2.6 FP=3 FN=0	0.4 -2.71672750310254	-2.71672750310254	0.4	More
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.4 -2.524465240576	-2.524465240576	0.4	Min
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-2.1 FP=2 FN=1	0.4 -2.28211495654429	-2.28211495654429	0.4	More
#FFFFFF	0.166666666666667	0.5	-2.1<thresh<-1.0 FP=2 FN=2	0.4 -1.54637692472725	-1.54637692472725	0.4	More
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.8 FP=1 FN=2	0.4 -0.890094964469778	-0.890094964469778	0.4	More
#000000	0	0.5	-0.8<thresh<0.9 FP=0 FN=2	0.4 0.0520255573622483	0.0520255573622483	0.4	Min
#FFFFFF	0	0.25	0.9<thresh<1.6 FP=0 FN=3	0.4 1.23535796948531	1.23535796948531	0.4	More
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.4 Inf	Inf	0.4	More
#FFFFFF	1	1	-Inf<thresh<-4.6 FP=12 FN=0	0.6 -Inf	-Inf	0.600000000000001	More
#FFFFFF	0.916666666666667	1	-4.6<thresh<-4.0 FP=11 FN=0	0.6 -4.33973201486999	-4.33973201486999	0.600000000000001	More
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.7 FP=8 FN=0	0.6 -3.89076502634595	-3.89076502634595	0.600000000000001	More
#FFFFFF	0.416666666666667	1	-3.7<thresh<-3.2 FP=5 FN=0	0.6 -3.44606547093528	-3.44606547093528	0.600000000000001	More
#FFFFFF	0.333333333333333	1	-3.2<thresh<-3.0 FP=4 FN=0	0.6 -3.09968223588423	-3.09968223588423	0.600000000000001	More
#FFFFFF	0.25	1	-3.0<thresh<-2.6 FP=3 FN=0	0.6 -2.81672750310254	-2.81672750310254	0.600000000000001	More
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.6 -2.524465240576	-2.524465240576	0.600000000000001	Min
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-2.3 FP=2 FN=1	0.6 -2.38211495654429	-2.38211495654429	0.600000000000001	More
#FFFFFF	0.166666666666667	0.5	-2.3<thresh<-1.0 FP=2 FN=2	0.6 -1.64716488283047	-1.64716488283047	0.600000000000001	More
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-1.0 FP=1 FN=2	0.6 -0.990094964469779	-0.990094964469779	0.600000000000001	More
#000000	0	0.5	-1.0<thresh<0.7 FP=0 FN=2	0.6 -0.147186484534535	-0.147186484534535	0.600000000000001	Min
#FFFFFF	0	0.25	0.7<thresh<1.6 FP=0 FN=3	0.6 1.13535796948531	1.13535796948531	0.600000000000001	More
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.6 Inf	Inf	0.600000000000001	More
#FFFFFF	1	1	-Inf<thresh<-4.8 FP=12 FN=0	0.800000000000001 -Inf	-Inf	0.800000000000001	More
#FFFFFF	0.916666666666667	1	-4.8<thresh<-4.0 FP=11 FN=0	0.800000000000001 -4.43973201486999	-4.43973201486999	0.800000000000001	More
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.9 FP=8 FN=0	0.800000000000001 -3.99076502634595	-3.99076502634595	0.800000000000001	More
#FFFFFF	0.416666666666667	1	-3.9<thresh<-3.2 FP=5 FN=0	0.800000000000001 -3.59169083010477	-3.59169083010477	0.800000000000001	More
#FFFFFF	0.333333333333333	1	-3.2<thresh<-3.2 FP=4 FN=0	0.800000000000001 -3.19968223588422	-3.19968223588422	0.800000000000001	More
#FFFFFF	0.25	1	-3.2<thresh<-2.6 FP=3 FN=0	0.800000000000001 -2.87110214393305	-2.87110214393305	0.800000000000001	More
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.800000000000001 -2.54579712711966	-2.54579712711966	0.800000000000001	Min
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-2.5 FP=2 FN=1	0.800000000000001 -2.48211495654429	-2.48211495654429	0.800000000000001	More
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-1.2 FP=2 FN=2	0.800000000000001 -1.82583299628681	-1.82583299628681	0.800000000000001	More
#FFFFFF	0.0833333333333333	0.5	-1.2<thresh<-1.0 FP=1 FN=2	0.800000000000001 -1.09009496446978	-1.09009496446978	0.800000000000001	More
#000000	0	0.5	-1.0<thresh<0.5 FP=0 FN=2	0.800000000000001 -0.247186484534534	-0.247186484534534	0.800000000000001	Min
#FFFFFF	0	0.25	0.5<thresh<1.6 FP=0 FN=3	0.800000000000001 1.03535796948531	1.03535796948531	0.800000000000001	More
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.800000000000001 Inf	Inf	0.800000000000001	More
#FFFFFF	1	1	-Inf<thresh<-5.0 FP=12 FN=0	1 -Inf	-Inf	1	More
#FFFFFF	0.916666666666667	1	-5.0<thresh<-4.1 FP=11 FN=0	1 -4.58704105367987	-4.58704105367987	1	More
#FFFFFF	0.666666666666667	1	-4.1<thresh<-4.0 FP=8 FN=0	1 -4.09076502634595	-4.09076502634595	1	More
#FFFFFF	0.416666666666667	1	-4.0<thresh<-3.4 FP=5 FN=0	1 -3.74438179129489	-3.74438179129489	1	More
#FFFFFF	0.333333333333333	1	-3.4<thresh<-3.2 FP=4 FN=0	1 -3.29968223588422	-3.29968223588422	1	More
#FFFFFF	0.25	1	-3.2<thresh<-2.7 FP=3 FN=0	1 -2.92875185990134	-2.92875185990134	1	More
#FFFFFF	0.25	0.75	-2.7<thresh<-2.6 FP=3 FN=1	1 -2.64579712711966	-2.64579712711966	1	More
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	1 -2.524465240576	-2.524465240576	1	More
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-1.4 FP=2 FN=2	1 -1.92583299628681	-1.92583299628681	1	More
#FFFFFF	0.0833333333333333	0.5	-1.4<thresh<-1.0 FP=1 FN=2	1 -1.19009496446978	-1.19009496446978	1	More
#000000	0	0.5	-1.0<thresh<0.3 FP=0 FN=2	1 -0.347186484534534	-0.347186484534534	1	Min
#FFFFFF	0	0.25	0.3<thresh<1.6 FP=0 FN=3	1 0.935357969485313	0.935357969485313	1	More
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	1 Inf	Inf	1	More
#FFFFFF	1	1	-Inf<thresh<-5.2 FP=12 FN=0	1.2 -Inf	-Inf	1.2	More
#FFFFFF	0.916666666666667	1	-5.2<thresh<-4.3 FP=11 FN=0	1.2 -4.78704105367987	-4.78704105367987	1.2	More
#FFFFFF	0.666666666666667	1	-4.3<thresh<-4.0 FP=8 FN=0	1.2 -4.19076502634595	-4.19076502634595	1.2	More
#FFFFFF	0.416666666666667	1	-4.0<thresh<-3.6 FP=5 FN=0	1.2 -3.84438179129489	-3.84438179129489	1.2	More
#FFFFFF	0.333333333333333	1	-3.6<thresh<-3.2 FP=4 FN=0	1.2 -3.39968223588422	-3.39968223588422	1.2	More
#FFFFFF	0.25	1	-3.2<thresh<-2.9 FP=3 FN=0	1.2 -3.02875185990134	-3.02875185990134	1.2	More
#FFFFFF	0.25	0.75	-2.9<thresh<-2.6 FP=3 FN=1	1.2 -2.74579712711966	-2.74579712711966	1.2	More
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	1.2 -2.524465240576	-2.524465240576	1.2	More
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-1.6 FP=2 FN=2	1.2 -2.02583299628681	-2.02583299628681	1.2	More
#FFFFFF	0.0833333333333333	0.5	-1.6<thresh<-1.0 FP=1 FN=2	1.2 -1.29009496446978	-1.29009496446978	1.2	More
#000000	0	0.5	-1.0<thresh<0.1 FP=0 FN=2	1.2 -0.447186484534534	-0.447186484534534	1.2	Min
