x	y	PANEL	group
43503.327	4	2	-1
43503.327	2	2	-1
43503.328	2	2	-1
43503.328	1	2	-1
43503.33	1	4	-1
43503.33	5	4	-1
43503.353	5	2	-1
43503.353	2	2	-1
43503.355	2	4	-1
43503.355	6	4	-1
43503.362	6	2	-1
43503.362	4	2	-1
43503.363	4	4	-1
43503.363	7	4	-1
43503.365	7	2	-1
43503.365	5	2	-1
43503.375	5	4	-1
43503.375	5	4	-1
43503.378	5	2	-1
43503.378	6	2	-1
43503.382	6	4	-1
43503.382	6	4	-1
43503.383	6	2	-1
43503.383	8	2	-1
43503.388	8	4	-1
43503.388	5	4	-1
43503.395	5	4	-1
43503.395	4	4	-1
43503.403	4	2	-1
43503.403	7	2	-1
43503.41	7	4	-1
43503.41	5	4	-1
43503.412	5	4	-1
43503.412	6	4	-1
43503.42	6	4	-1
43503.42	7	4	-1
43503.428	7	2	-1
43503.428	8	2	-1
43503.43	8	2	-1
43503.43	9	2	-1
43503.431	9	4	-1
43503.431	6	4	-1
43503.444	6	4	-1
43503.444	7	4	-1
43503.449	7	4	-1
43503.449	8	4	-1
43503.454	8	4	-1
43503.454	9	4	-1
43503.455	9	2	-1
43503.455	10	2	-1
43503.458	10	2	-1
43503.458	12	2	-1
43503.458	12	4	-1
43503.458	10	4	-1
43503.465	10	4	-1
43503.465	11	4	-1
43503.471	11	4	-1
43503.471	13	4	-1
43503.473	13	2	-1
43503.473	8	2	-1
43503.476	8	4	-1
43503.476	14	4	-1
43503.477	14	2	-1
43503.477	7	2	-1
43503.48	7	2	-1
43503.48	8	2	-1
43503.481	8	2	-1
43503.481	9	2	-1
43503.484	9	4	-1
43503.484	15	4	-1
43503.486	15	4	-1
43503.486	14	4	-1
43503.489	14	2	-1
43503.489	8	2	-1
43503.495	8	4	-1
43503.495	15	4	-1
43503.5	15	4	-1
43503.5	14	4	-1
43503.503	14	2	-1
43503.503	7	2	-1
43503.505	7	4	-1
43503.505	15	4	-1
43503.511	15	2	-1
43503.511	9	2	-1
43503.518	9	4	-1
43503.518	16	4	-1
43503.519	16	2	-1
43503.519	10	2	-1
43503.523	10	2	-1
43503.523	11	2	-1
43503.525	11	4	-1
43503.525	18	4	-1
43503.528	18	2	-1
43503.528	12	2	-1
43503.528	12	4	-1
43503.528	19	4	-1
43503.529	19	4	-1
43503.529	20	4	-1
43503.531	20	2	-1
43503.531	13	2	-1
43503.534	13	4	-1
43503.534	19	4	-1
43503.536	19	4	-1
43503.536	20	4	-1
43503.54	20	2	-1
43503.54	15	2	-1
43503.541	15	2	-1
43503.541	16	2	-1
43503.543	16	2	-1
43503.543	18	2	-1
43503.545	18	4	-1
43503.545	19	4	-1
43503.547	19	4	-1
43503.547	21	4	-1
43503.549	21	2	-1
43503.549	17	2	-1
43503.55	17	4	-1
43503.55	22	4	-1
43503.553	22	2	-1
43503.553	18	2	-1
43503.554	18	4	-1
43503.554	23	4	-1
43503.558	23	2	-1
43503.558	19	2	-1
43503.559	19	2	-1
43503.559	20	2	-1
43503.564	20	4	-1
43503.564	24	4	-1
43503.568	24	4	-1
43503.568	23	4	-1
43503.57	23	2	-1
43503.57	22	2	-1
43503.57	22	4	-1
43503.57	24	4	-1
43503.572	24	4	-1
43503.572	23	4	-1
43503.573	23	2	-1
43503.573	24	2	-1
43503.577	24	2	-1
43503.577	25	2	-1
43503.579	25	2	-1
43503.579	24	2	-1
43503.579	24	4	-1
43503.579	22	4	-1
43503.58	22	2	-1
43503.58	34	2	-1
43503.58	34	4	-1
43503.58	27	4	-1
43503.583	27	2	-1
43503.583	33	2	-1
43503.584	33	2	-1
43503.584	35	2	-1
43503.587	35	2	-1
43503.587	37	2	-1
43503.589	37	2	-1
43503.589	38	2	-1
43503.59	38	2	-1
43503.59	39	2	-1
43503.59	39	4	-1
43503.59	29	4	-1
43503.591	29	2	-1
43503.591	40	2	-1
43503.591	40	4	-1
43503.591	30	4	-1
43503.592	30	2	-1
43503.592	43	2	-1
43503.592	43	4	-1
43503.592	31	4	-1
43503.594	31	4	-1
43503.594	30	4	-1
43503.595	30	2	-1
43503.595	44	2	-1
43503.595	44	4	-1
43503.595	33	4	-1
43503.596	33	4	-1
43503.596	32	4	-1
43503.598	32	4	-1
43503.598	34	4	-1
43503.599	34	2	-1
43503.599	45	2	-1
43503.599	45	4	-1
43503.599	36	4	-1
43503.601	36	2	-1
43503.601	46	2	-1
43503.602	46	4	-1
43503.602	37	4	-1
43503.603	37	2	-1
43503.603	44	2	-1
43503.604	44	4	-1
43503.604	38	4	-1
43503.605	38	2	-1
43503.605	41	2	-1
43503.605	41	4	-1
43503.605	37	4	-1
43503.606	37	2	-1
43503.606	43	2	-1
43503.607	43	4	-1
43503.607	39	4	-1
43503.608	39	2	-1
43503.608	46	2	-1
43503.609	46	2	-1
43503.609	47	2	-1
43503.609	47	4	-1
43503.609	40	4	-1
43503.611	40	2	-1
43503.611	48	2	-1
43503.611	48	4	-1
43503.611	41	4	-1
43503.612	41	4	-1
43503.612	42	4	-1
43503.613	42	2	-1
43503.613	50	2	-1
43503.615	50	2	-1
43503.615	51	2	-1
43503.616	51	2	-1
43503.616	53	2	-1
43503.616	53	4	-1
43503.616	43	4	-1
43503.617	43	2	-1
43503.617	51	2	-1
43503.618	51	2	-1
43503.618	52	2	-1
43503.619	52	4	-1
43503.619	42	4	-1
43503.621	42	4	-1
43503.621	44	4	-1
43503.622	44	4	-1
43503.622	45	4	-1
43503.623	45	2	-1
43503.623	54	2	-1
43503.623	54	4	-1
43503.623	46	4	-1
43503.624	46	2	-1
43503.624	57	2	-1
43503.624	57	4	-1
43503.624	48	4	-1
43503.626	48	4	-1
43503.626	50	4	-1
43503.627	50	2	-1
43503.627	58	2	-1
43503.628	58	2	-1
43503.628	61	2	-1
43503.629	61	2	-1
43503.629	66	2	-1
43503.629	66	4	-1
43503.629	53	4	-1
43503.631	53	2	-1
43503.631	68	2	-1
43503.631	68	4	-1
43503.631	54	4	-1
43503.633	54	2	-1
43503.633	69	2	-1
43503.633	69	4	-1
43503.633	53	4	-1
43503.634	53	2	-1
43503.634	71	2	-1
43503.634	71	4	-1
43503.634	54	4	-1
43503.635	54	2	-1
43503.635	81	2	-1
43503.635	81	4	-1
43503.635	60	4	-1
43503.636	60	2	-1
43503.636	83	2	-1
43503.636	83	4	-1
43503.636	61	4	-1
43503.637	61	2	-1
43503.637	86	2	-1
43503.637	86	4	-1
43503.637	62	4	-1
43503.639	62	4	-1
43503.639	66	4	-1
43503.64	66	2	-1
43503.64	85	2	-1
43503.641	85	2	-1
43503.641	96	2	-1
43503.641	96	4	-1
43503.641	73	4	-1
43503.642	73	2	-1
43503.642	100	2	-1
43503.643	100	2	-1
43503.643	102	2	-1
43503.643	102	4	-1
43503.643	74	4	-1
43503.644	74	2	-1
43503.644	101	2	-1
43503.644	101	4	-1
43503.644	73	4	-1
43503.646	73	2	-1
43503.646	104	2	-1
43503.646	104	4	-1
43503.646	80	4	-1
43503.647	80	2	-1
43503.647	111	2	-1
43503.647	111	4	-1
43503.647	86	4	-1
43503.648	86	2	-1
43503.648	112	2	-1
43503.648	112	4	-1
43503.648	87	4	-1
43503.649	87	2	-1
43503.649	114	2	-1
43503.649	114	4	-1
43503.649	89	4	-1
43503.65	89	2	-1
43503.65	112	2	-1
43503.65	112	4	-1
43503.65	87	4	-1
43503.651	87	2	-1
43503.651	110	2	-1
43503.653	110	4	-1
43503.653	86	4	-1
43503.654	86	2	-1
43503.654	111	2	-1
43503.654	111	4	-1
43503.654	89	4	-1
43503.656	89	4	-1
43503.656	90	4	-1
43503.657	90	2	-1
43503.657	113	2	-1
43503.658	113	2	-1
43503.658	117	2	-1
43503.658	117	4	-1
43503.658	94	4	-1
43503.66	94	4	-1
43503.66	93	4	-1
43503.661	93	4	-1
43503.661	98	4	-1
43503.662	98	2	-1
43503.662	116	2	-1
43503.663	116	2	-1
43503.663	122	2	-1
43503.663	122	4	-1
43503.663	106	4	-1
43503.664	106	2	-1
43503.664	123	2	-1
43503.664	123	4	-1
43503.664	108	4	-1
43503.666	108	2	-1
43503.666	125	2	-1
43503.669	125	4	-1
43503.669	109	4	-1
43503.67	109	2	-1
43503.67	130	2	-1
43503.67	130	4	-1
43503.67	113	4	-1
43503.671	113	2	-1
43503.671	132	2	-1
43503.671	132	4	-1
43503.671	115	4	-1
43503.672	115	4	-1
43503.672	116	4	-1
43503.673	116	2	-1
43503.673	134	2	-1
43503.673	134	4	-1
43503.673	119	4	-1
43503.674	119	4	-1
43503.674	122	4	-1
43503.675	122	2	-1
43503.675	137	2	-1
43503.675	137	4	-1
43503.675	123	4	-1
43503.676	123	4	-1
43503.676	125	4	-1
43503.678	125	4	-1
43503.678	127	4	-1
43503.681	127	2	-1
43503.681	143	2	-1
43503.681	143	4	-1
43503.681	133	4	-1
43503.682	133	2	-1
43503.682	144	2	-1
43503.683	144	2	-1
43503.683	143	2	-1
43503.684	143	2	-1
43503.684	141	2	-1
43503.684	141	4	-1
43503.684	134	4	-1
43503.685	134	2	-1
43503.685	142	2	-1
43503.686	142	2	-1
43503.686	149	2	-1
43503.686	149	4	-1
43503.686	136	4	-1
43503.687	136	2	-1
43503.687	150	2	-1
43503.687	150	4	-1
43503.687	138	4	-1
43503.688	138	4	-1
43503.688	139	4	-1
43503.689	139	2	-1
43503.689	148	2	-1
43503.689	148	4	-1
43503.689	140	4	-1
43503.69	140	4	-1
43503.69	139	4	-1
43503.691	139	2	-1
43503.691	154	2	-1
43503.691	154	4	-1
43503.691	142	4	-1
43503.692	142	2	-1
43503.692	157	2	-1
43503.693	157	4	-1
43503.693	144	4	-1
43503.694	144	2	-1
43503.694	156	2	-1
43503.695	156	2	-1
43503.695	154	2	-1
43503.695	154	4	-1
43503.695	143	4	-1
43503.696	143	4	-1
43503.696	145	4	-1
43503.697	145	4	-1
43503.697	146	4	-1
43503.698	146	2	-1
43503.698	155	2	-1
43503.698	155	4	-1
43503.698	149	4	-1
43503.699	149	2	-1
43503.699	157	2	-1
43503.7	157	2	-1
43503.7	156	2	-1
43503.7	156	4	-1
43503.7	147	4	-1
43503.701	147	2	-1
43503.701	159	2	-1
43503.701	159	4	-1
43503.701	155	4	-1
43503.702	155	2	-1
43503.702	158	2	-1
43503.703	158	2	-1
43503.703	168	2	-1
43503.703	168	4	-1
43503.703	162	4	-1
43503.704	162	4	-1
43503.704	161	4	-1
43503.705	161	2	-1
43503.705	166	2	-1
43503.705	166	4	-1
43503.705	164	4	-1
43503.706	164	4	-1
43503.706	166	4	-1
43503.707	166	2	-1
43503.707	167	2	-1
43503.707	167	4	-1
43503.707	165	4	-1
43503.708	165	2	-1
43503.708	166	2	-1
43503.709	166	2	-1
43503.709	165	2	-1
43503.711	165	2	-1
43503.711	167	2	-1
43503.711	167	4	-1
43503.711	167	4	-1
43503.712	167	2	-1
43503.712	164	2	-1
43503.712	164	4	-1
43503.712	163	4	-1
43503.713	163	2	-1
43503.713	163	2	-1
43503.713	163	4	-1
43503.713	161	4	-1
43503.714	161	2	-1
43503.714	164	2	-1
43503.714	164	4	-1
43503.714	159	4	-1
43503.716	159	2	-1
43503.716	163	2	-1
43503.716	163	4	-1
43503.716	161	4	-1
43503.717	161	2	-1
43503.717	166	2	-1
43503.718	166	2	-1
43503.718	167	2	-1
43503.719	167	2	-1
43503.719	169	2	-1
43503.719	169	4	-1
43503.719	162	4	-1
43503.72	162	2	-1
43503.72	168	2	-1
43503.72	168	4	-1
43503.72	164	4	-1
43503.721	164	4	-1
43503.721	165	4	-1
43503.722	165	2	-1
43503.722	174	2	-1
43503.722	174	4	-1
43503.722	169	4	-1
43503.724	169	2	-1
43503.724	175	2	-1
43503.724	175	4	-1
43503.724	168	4	-1
43503.725	168	4	-1
43503.725	167	4	-1
43503.726	167	2	-1
43503.726	176	2	-1
43503.726	176	4	-1
43503.726	168	4	-1
43503.727	168	2	-1
43503.727	184	2	-1
43503.727	184	4	-1
43503.727	173	4	-1
43503.728	173	2	-1
43503.728	185	2	-1
43503.728	185	4	-1
43503.728	175	4	-1
43503.729	175	4	-1
43503.729	173	4	-1
43503.73	173	2	-1
43503.73	188	2	-1
43503.73	188	4	-1
43503.73	174	4	-1
43503.731	174	2	-1
43503.731	183	2	-1
43503.731	183	4	-1
43503.731	170	4	-1
43503.732	170	2	-1
43503.732	197	2	-1
43503.732	197	4	-1
43503.732	178	4	-1
43503.733	178	2	-1
43503.733	195	2	-1
43503.733	195	4	-1
43503.733	175	4	-1
43503.734	175	2	-1
43503.734	198	2	-1
43503.734	198	4	-1
43503.734	174	4	-1
43503.736	174	2	-1
43503.736	191	2	-1
43503.736	191	4	-1
43503.736	172	4	-1
43503.737	172	2	-1
43503.737	193	2	-1
43503.737	193	4	-1
43503.737	177	4	-1
43503.738	177	2	-1
43503.738	194	2	-1
43503.739	194	4	-1
43503.739	178	4	-1
43503.74	178	2	-1
43503.74	196	2	-1
43503.74	196	4	-1
43503.74	181	4	-1
43503.741	181	2	-1
43503.741	191	2	-1
43503.741	191	4	-1
43503.741	177	4	-1
43503.742	177	2	-1
43503.742	199	2	-1
43503.742	198.45	4	-1
43503.742	179	4	-1
43503.743	179	4	-1
43503.743	178	4	-1
43503.744	178	2	-1
43503.744	205	2	-1
43503.744	198.45	4	-1
43503.744	182	4	-1
43503.745	182	2	-1
43503.745	223	2	-1
43503.745	198.45	4	-1
43503.745	189	4	-1
43503.746	189	2	-1
43503.746	219	2	-1
43503.746	198.45	4	-1
43503.746	187	4	-1
43503.747	187	2	-1
43503.747	223	2	-1
43503.748	223	2	-1
43503.748	222	2	-1
43503.748	198.45	4	-1
43503.748	185	4	-1
43503.749	185	4	-1
43503.749	184	4	-1
43503.75	184	2	-1
43503.75	228	2	-1
43503.75	198.45	4	-1
43503.75	183	4	-1
43503.751	183	2	-1
43503.751	221	2	-1
43503.751	198.45	4	-1
43503.751	175	4	-1
43503.753	175	2	-1
43503.753	207	2	-1
43503.753	198.45	4	-1
43503.753	167	4	-1
43503.754	167	2	-1
43503.754	183	2	-1
43503.754	183	4	-1
43503.754	158	4	-1
43503.755	158	4	-1
43503.755	157	4	-1
43503.756	157	2	-1
43503.756	182	2	-1
43503.756	182	4	-1
43503.756	154	4	-1
43503.758	154	2	-1
43503.758	187	2	-1
43503.758	187	4	-1
43503.758	157	4	-1
43503.759	157	2	-1
43503.759	173	2	-1
43503.759	173	4	-1
43503.759	150	4	-1
43503.76	150	2	-1
43503.76	168	2	-1
43503.76	168	4	-1
43503.76	144	4	-1
43503.761	144	2	-1
43503.761	169	2	-1
43503.762	169	2	-1
43503.762	171	2	-1
43503.762	171	4	-1
43503.762	146	4	-1
43503.763	146	2	-1
43503.763	173	2	-1
43503.764	173	2	-1
43503.764	170	2	-1
43503.764	170	4	-1
43503.764	147	4	-1
43503.765	147	2	-1
43503.765	169	2	-1
43503.765	169	4	-1
43503.765	148	4	-1
43503.766	148	2	-1
43503.766	168	2	-1
43503.766	168	4	-1
43503.766	145	4	-1
43503.767	145	2	-1
43503.767	165	2	-1
43503.767	165	4	-1
43503.767	144	4	-1
43503.768	144	2	-1
43503.768	168	2	-1
43503.768	168	4	-1
43503.768	143	4	-1
43503.769	143	2	-1
43503.769	170	2	-1
43503.769	170	4	-1
43503.769	144	4	-1
43503.77	144	2	-1
43503.77	171	2	-1
43503.77	171	4	-1
43503.77	145	4	-1
43503.771	145	2	-1
43503.771	170	2	-1
43503.771	170	4	-1
43503.771	140	4	-1
43503.772	140	4	-1
43503.772	142	4	-1
43503.773	142	2	-1
43503.773	169	2	-1
43503.773	169	4	-1
43503.773	141	4	-1
43503.775	141	2	-1
43503.775	167	2	-1
43503.775	167	4	-1
43503.775	140	4	-1
43503.776	140	4	-1
43503.776	139	4	-1
43503.777	139	2	-1
43503.777	169	2	-1
43503.778	169	2	-1
43503.778	171	2	-1
43503.778	171	4	-1
43503.778	142	4	-1
43503.779	142	2	-1
43503.779	170	2	-1
43503.779	170	4	-1
43503.779	137	4	-1
43503.78	137	4	-1
43503.78	136	4	-1
43503.781	136	2	-1
43503.781	164	2	-1
43503.781	164	4	-1
43503.781	135	4	-1
43503.783	135	4	-1
43503.783	133	4	-1
43503.785	133	2	-1
43503.785	166	2	-1
43503.786	166	2	-1
43503.786	154	2	-1
43503.786	154	4	-1
43503.786	123	4	-1
43503.787	123	2	-1
43503.787	162	2	-1
43503.787	162	4	-1
43503.787	124	4	-1
43503.788	124	2	-1
43503.788	163	2	-1
43503.788	163	4	-1
43503.788	125	4	-1
43503.789	125	2	-1
43503.789	165	2	-1
43503.789	165	4	-1
43503.789	123	4	-1
43503.79	123	4	-1
43503.79	124	4	-1
43503.792	124	2	-1
43503.792	164	2	-1
43503.793	164	2	-1
43503.793	163	2	-1
43503.794	163	2	-1
43503.794	164	2	-1
43503.795	164	2	-1
43503.795	163	2	-1
43503.795	163	4	-1
43503.795	123	4	-1
43503.796	123	2	-1
43503.796	158	2	-1
43503.796	158	4	-1
43503.796	107	4	-1
43503.797	107	2	-1
43503.797	160	2	-1
43503.798	160	2	-1
43503.798	155	2	-1
43503.798	155	4	-1
43503.798	100	4	-1
43503.799	100	2	-1
43503.799	154	2	-1
43503.799	154	4	-1
43503.799	101	4	-1
43503.801	101	2	-1
43503.801	155	2	-1
43503.801	155	4	-1
43503.801	100	4	-1
43503.802	100	2	-1
43503.802	154	2	-1
43503.803	154	2	-1
43503.803	152	2	-1
43503.803	152	4	-1
43503.803	95	4	-1
43503.804	95	4	-1
43503.804	96	4	-1
43503.805	96	2	-1
43503.805	150	2	-1
43503.806	150	2	-1
43503.806	147	2	-1
43503.806	147	4	-1
43503.806	90	4	-1
43503.808	90	2	-1
43503.808	144	2	-1
43503.808	144	4	-1
43503.808	89	4	-1
43503.809	89	2	-1
43503.809	142	2	-1
43503.81	142	2	-1
43503.81	137	2	-1
43503.81	137	4	-1
43503.81	87	4	-1
43503.811	87	2	-1
43503.811	133	2	-1
43503.811	133	4	-1
43503.811	86	4	-1
43503.813	86	2	-1
43503.813	131	2	-1
43503.813	131	4	-1
43503.813	87	4	-1
43503.814	87	4	-1
43503.814	83	4	-1
43503.815	83	2	-1
43503.815	124	2	-1
43503.816	124	2	-1
43503.816	123	2	-1
43503.817	123	2	-1
43503.817	121	2	-1
43503.818	121	4	-1
43503.818	79	4	-1
43503.819	79	2	-1
43503.819	124	2	-1
43503.82	124	2	-1
43503.82	123	2	-1
43503.82	123	4	-1
43503.82	77	4	-1
43503.821	77	2	-1
43503.821	119	2	-1
43503.821	119	4	-1
43503.821	73	4	-1
43503.822	73	4	-1
43503.822	71	4	-1
43503.823	71	4	-1
43503.823	69	4	-1
43503.824	69	2	-1
43503.824	118	2	-1
43503.825	118	4	-1
43503.825	68	4	-1
43503.826	68	2	-1
43503.826	117	2	-1
43503.826	117	4	-1
43503.826	66	4	-1
43503.827	66	2	-1
43503.827	119	2	-1
43503.827	119	4	-1
43503.827	63	4	-1
43503.828	63	2	-1
43503.828	117	2	-1
43503.829	117	4	-1
43503.829	62	4	-1
43503.83	62	2	-1
43503.83	115	2	-1
43503.83	115	4	-1
43503.83	61	4	-1
43503.831	61	4	-1
43503.831	60	4	-1
43503.832	60	2	-1
43503.832	113	2	-1
43503.832	113	4	-1
43503.832	62	4	-1
43503.834	62	2	-1
43503.834	110	2	-1
43503.834	110	4	-1
43503.834	61	4	-1
43503.836	61	2	-1
43503.836	106	2	-1
43503.836	106	4	-1
43503.836	54	4	-1
43503.837	54	2	-1
43503.837	109	2	-1
43503.841	109	2	-1
43503.841	108	2	-1
43503.841	108	4	-1
43503.841	52	4	-1
43503.842	52	2	-1
43503.842	107	2	-1
43503.842	107	4	-1
43503.842	53	4	-1
43503.844	53	2	-1
43503.844	105	2	-1
43503.844	105	4	-1
43503.844	52	4	-1
43503.845	52	2	-1
43503.845	104	2	-1
43503.846	104	2	-1
43503.846	94	2	-1
43503.846	94	4	-1
43503.846	46	4	-1
43503.847	46	2	-1
43503.847	93	2	-1
43503.848	93	4	-1
43503.848	48	4	-1
43503.849	48	2	-1
43503.849	92	2	-1
43503.85	92	4	-1
43503.85	46	4	-1
43503.851	46	2	-1
43503.851	89	2	-1
43503.852	89	4	-1
43503.852	44	4	-1
43503.853	44	4	-1
43503.853	45	4	-1
43503.854	45	2	-1
43503.854	87	2	-1
43503.855	87	2	-1
43503.855	84	2	-1
43503.856	84	2	-1
43503.856	83	2	-1
43503.857	83	2	-1
43503.857	69	2	-1
43503.857	69	4	-1
43503.857	38	4	-1
43503.858	38	2	-1
43503.858	71	2	-1
43503.859	71	2	-1
43503.859	65	2	-1
43503.861	65	4	-1
43503.861	37	4	-1
43503.862	37	2	-1
43503.862	55	2	-1
43503.862	55	4	-1
43503.862	26	4	-1
43503.863	26	2	-1
43503.863	56	2	-1
43503.863	56	4	-1
43503.863	27	4	-1
43503.864	27	4	-1
43503.864	26	4	-1
43503.865	26	2	-1
43503.865	55	2	-1
43503.865	55	4	-1
43503.865	25	4	-1
43503.867	25	2	-1
43503.867	38	2	-1
43503.867	38	4	-1
43503.867	22	4	-1
43503.868	22	2	-1
43503.868	37	2	-1
43503.869	37	2	-1
43503.869	36	2	-1
43503.87	36	2	-1
43503.87	33	2	-1
43503.87	33	4	-1
43503.87	19	4	-1
43503.872	19	2	-1
43503.872	22	2	-1
43503.872	22	4	-1
43503.872	17	4	-1
43503.873	17	2	-1
43503.873	21	2	-1
43503.874	21	4	-1
43503.874	15	4	-1
43503.875	15	2	-1
43503.875	20	2	-1
43503.882	20	4	-1
43503.882	14	4	-1
43503.884	14	4	-1
43503.884	15	4	-1
43503.885	15	2	-1
43503.885	18	2	-1
43503.887	18	2	-1
43503.887	17	2	-1
43503.893	17	2	-1
43503.893	16	2	-1
43503.895	16	2	-1
43503.895	13	2	-1
43503.899	13	4	-1
43503.899	19	4	-1
43503.901	19	2	-1
43503.901	14	2	-1
43503.905	14	2	-1
43503.905	13	2	-1
43503.906	13	2	-1
43503.906	12	2	-1
43503.911	12	4	-1
43503.911	17	4	-1
43503.916	17	2	-1
43503.916	10	2	-1
43503.917	10	2	-1
43503.917	12	2	-1
43503.922	12	4	-1
43503.922	16	4	-1
43503.931	16	4	-1
43503.931	15	4	-1
43503.937	15	4	-1
43503.937	14	4	-1
43503.942	14	2	-1
43503.942	11	2	-1
43503.943	11	2	-1
43503.943	12	2	-1
43503.944	12	2	-1
43503.944	11	2	-1
43503.948	11	4	-1
43503.948	13	4	-1
43503.95	13	2	-1
43503.95	8	2	-1
43503.955	8	4	-1
43503.955	14	4	-1
43503.956	14	4	-1
43503.956	16	4	-1
43503.96	16	2	-1
43503.96	6	2	-1
43503.962	6	2	-1
43503.962	5	2	-1
43503.962	5	4	-1
43503.962	17	4	-1
43503.964	17	4	-1
43503.964	16	4	-1
43503.965	16	2	-1
43503.965	6	2	-1
43503.971	6	4	-1
43503.971	18	4	-1
43503.973	18	4	-1
43503.973	16	4	-1
43503.976	16	4	-1
43503.976	15	4	-1
43503.982	15	2	-1
43503.982	5	2	-1
43503.986	5	4	-1
43503.986	16	4	-1
43503.987	16	2	-1
43503.987	4	2	-1
43503.987	4	4	-1
43503.987	15	4	-1
43503.998	15	4	-1
43503.998	16	4	-1
43504.008	16	4	-1
43504.008	15	4	-1
43504.012	15	2	-1
43504.012	3	2	-1
43504.024	3	2	-1
43504.024	2	2	-1
43504.024	2	4	-1
43504.024	11	4	-1
43504.047	11	2	-1
43504.047	1	2	-1
43504.047	1	4	-1
43504.047	10	4	-1
43504.054	10	4	-1
43504.054	9	4	-1
43504.065	9	4	-1
43504.065	8	4	-1
43504.08	8	4	-1
43504.08	7	4	-1
43504.081	7	2	-1
43504.081	0	2	-1
43504.081	0	4	-1
43504.081	5	4	-1
43504.086	5	4	-1
43504.086	4	4	-1
43504.096	4	4	-1
43504.096	2	4	-1
43504.103	2	4	-1
43504.103	3	4	-1
43504.111	3	4	-1
43504.111	2	4	-1
43504.117	2	4	-1
43504.117	1	4	-1
43504.143	1	4	-1
43504.143	2	4	-1
43504.202	2	2	-1
43504.202	2	2	-1
43504.202	2	4	-1
43504.202	0	4	-1
43504.242	0	2	-1
43504.242	0	2	-1
43504.253	0	4	-1
43504.253	1	4	-1
43504.266	1	2	-1
43504.266	1	2	-1
43504.3	1	2	-1
43504.3	2	2	-1
43504.32	2	4	-1
43504.32	2	4	-1
43504.321	2	4	-1
43504.321	4	4	-1
43504.368	4	4	-1
43504.368	2	4	-1
43504.369	2	4	-1
43504.369	4	4	-1
43504.377	4	4	-1
43504.377	3	4	-1
43504.39	3	2	-1
43504.39	1	2	-1
43504.424	1	2	-1
43504.424	0	2	-1
43504.43	0	4	-1
43504.43	4	4	-1
43504.441	4	4	-1
43504.441	2	4	-1
43504.445	2	4	-1
43504.445	1	4	-1
43504.518	1	2	-1
43504.518	1	2	-1
43504.537	1	2	-1
43504.537	2	2	-1
43504.561	2	2	-1
43504.561	4	2	-1
43504.575	4	4	-1
43504.575	0	4	-1
43504.603	0	4	-1
43504.603	1	4	-1
43504.611	1	2	-1
43504.611	5	2	-1
43504.613	5	2	-1
43504.613	4	2	-1
43504.614	4	4	-1
43504.614	2	4	-1
43504.616	2	4	-1
43504.616	3	4	-1
43504.625	3	4	-1
43504.625	5	4	-1
43504.637	5	2	-1
43504.637	5	2	-1
43504.643	5	2	-1
43504.643	4	2	-1
43504.652	4	4	-1
43504.652	6	4	-1
43504.725	6	4	-1
43504.725	4	4	-1
43504.726	4	2	-1
43504.726	3	2	-1
43504.727	3	4	-1
43504.727	3	4	-1
43504.735	3	2	-1
43504.735	2	2	-1
43504.738	2	2	-1
43504.738	1	2	-1
43504.738	1	4	-1
43504.738	1	4	-1
43504.75	1	2	-1
43504.75	0	2	-1
43504.756	0	2	-1
43504.756	1	2	-1
43504.775	1	4	-1
43504.775	0	4	-1
43504.854	0	4	-1
43504.854	1	4	-1
43504.864	1	4	-1
43504.864	2	4	-1
43504.865	2	2	-1
43504.865	0	2	-1
43504.867	0	2	-1
43504.867	1	2	-1
43504.891	1	4	-1
43504.891	3	4	-1
43504.894	3	4	-1
43504.894	4	4	-1
43504.932	4	2	-1
43504.932	2	2	-1
43504.969	2	2	-1
43504.969	3	2	-1
43504.979	3	4	-1
43504.979	3	4	-1
43504.988	3	4	-1
43504.988	2	4	-1
43504.992	2	2	-1
43504.992	2	2	-1
43505.016	2	4	-1
43505.016	1	4	-1
43505.018	1	4	-1
43505.018	0	4	-1
43505.023	0	2	-1
43505.023	3	2	-1
43505.023	3	4	-1
43505.023	1	4	-1
43505.057	1	2	-1
43505.057	2	2	-1
43505.091	2	2	-1
43505.091	3	2	-1
43505.094	3	2	-1
43505.094	2	2	-1
43505.129	2	4	-1
43505.129	2	4	-1
43505.148	2	2	-1
43505.148	1	2	-1
43505.148	1	4	-1
43505.148	1	4	-1
43505.174	1	4	-1
43505.174	0	4	-1
43505.175	0	4	-1
43505.175	1	4	-1
43505.208	1	4	-1
43505.208	2	4	-1
43505.21	2	2	-1
43505.21	0	2	-1
43505.213	0	2	-1
43505.213	1	2	-1
43505.237	1	4	-1
43505.237	3	4	-1
43505.24	3	4	-1
43505.24	4	4	-1
43505.243	4	4	-1
43505.243	5	4	-1
43505.247	5	4	-1
43505.247	4	4	-1
43505.264	4	2	-1
43505.264	2	2	-1
43505.277	2	4	-1
43505.277	5	4	-1
43505.292	5	4	-1
43505.292	7	4	-1
43505.306	7	4	-1
43505.306	6	4	-1
43505.307	6	4	-1
43505.307	7	4	-1
43505.317	7	4	-1
43505.317	8	4	-1
43505.333	8	4	-1
43505.333	7	4	-1
43505.338	7	2	-1
43505.338	1	2	-1
43505.356	1	4	-1
43505.356	6	4	-1
43505.36	6	4	-1
43505.36	5	4	-1
